#date,time,name,appointedType,baseLabelName,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,[number],item,unit,value,status,,,
7/5/2015,13:45-14:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.6,-0.6,14:00
7/5/2015,14:00-14:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-52.2,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.65,-0.65,14:15
7/5/2015,14:15-14:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.6,-0.6,14:30
7/5/2015,14:30-14:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,14:45
7/5/2015,14:45-15:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.6,-0.6,15:00
7/5/2015,15:00-15:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.5,-0.5,15:15
7/5/2015,15:15-15:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,15:30
7/5/2015,15:30-15:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,15:45
7/5/2015,15:45-16:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.6,-0.6,16:00
7/5/2015,16:00-16:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.2,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.55,-0.55,16:15
7/5/2015,16:15-16:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,16:30
7/5/2015,16:30-16:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.6,-0.6,16:45
7/5/2015,16:45-17:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-52.8,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.35,-0.35,17:00
7/5/2015,17:00-17:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-52.7,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.3,-0.3,17:15
7/5/2015,17:15-17:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.55,-0.55,17:30
7/5/2015,17:30-17:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-52.7,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.3,-0.3,17:45
7/5/2015,17:45-18:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-52.7,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.4,-0.4,18:00
7/5/2015,18:00-18:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-52.8,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.35,-0.35,18:15
7/5/2015,18:15-18:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-52.8,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.35,-0.35,18:30
7/5/2015,18:30-18:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,18:45
7/5/2015,18:45-19:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.5,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.7,-0.7,19:00
7/5/2015,19:00-19:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-56.3,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-54.1,-2.1,19:15
7/5/2015,19:15-19:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-57.3,,[8],RX LEV1(MAX) [dBm],,-51.5,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-54.4,-2.4,19:30
7/5/2015,19:30-19:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-55.8,,[8],RX LEV1(MAX) [dBm],,-51.5,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-53.65,-1.65,19:45
7/5/2015,19:45-20:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-55.7,,[8],RX LEV1(MAX) [dBm],,-53.2,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-54.45,-2.45,20:00
7/5/2015,20:00-20:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-54.1,,[8],RX LEV1(MAX) [dBm],,-52.4,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-53.25,-1.25,20:15
7/5/2015,20:15-20:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.2,,[8],RX LEV1(MAX) [dBm],,-52.2,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.7,-0.7,20:30
7/5/2015,20:30-20:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-52.1,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.55,-0.55,20:45
7/5/2015,20:45-21:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,21:00
7/5/2015,21:00-21:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.2,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.5,-0.5,21:15
7/5/2015,21:15-21:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.1,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,21:30
7/5/2015,21:30-21:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-52.8,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.35,-0.35,21:45
7/5/2015,21:45-22:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,22:00
7/5/2015,22:00-22:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.2,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.55,-0.55,22:15
7/5/2015,22:15-22:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.5,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.65,-0.65,22:30
7/5/2015,22:30-22:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.4,,[8],RX LEV1(MAX) [dBm],,-50.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.1,-0.1,22:45
7/5/2015,22:45-23:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-54,,[8],RX LEV1(MAX) [dBm],,-51.7,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.85,-0.85,23:00
7/5/2015,23:00-23:15,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.5,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.65,-0.65,23:15
7/5/2015,23:15-23:30,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.5,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.65,-0.65,23:30
7/5/2015,23:30-23:45,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53.2,,[8],RX LEV1(MAX) [dBm],,-51.8,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.5,-0.5,23:45
7/5/2015,23:45-00:00,Addis_Ababa_5::PMON Slot01 MODEM,Other,Addis_Ababa_5,[1],RF BBE,,0,,[2],RF ES,,0,,[3],RF SES,,0,,[4],RF SEP,,0,,[5],RF UAS,,0,,[6],RF OFS,,0,,[7],RX LEV1(MIN) [dBm],,-53,,[8],RX LEV1(MAX) [dBm],,-51.9,,[9],RX LEV2(MIN) [dBm],,0,N/A,[10],RX LEV2(MAX) [dBm],,0,N/A,-52.45,-0.45,0:00
