Date Time,RelativeHumidity (% RH),Temperature (0°C ),rain rate (mm/hr),SpecificAttennuation(dB/km),TotalAttenuation(dB)
4/16/2019 4:30,89.4,16.8,0,0,0
4/16/2019 4:45,91,16.7,0,0,0
4/16/2019 5:00,91.1,16.7,0,0,0
4/16/2019 5:15,91.7,16.9,0,0,0
4/16/2019 5:30,91.4,16.9,0,0,0
4/16/2019 5:45,91.7,16.7,0,0,0
4/16/2019 6:00,92.7,16.7,0,0,0
4/16/2019 6:15,93.4,16.7,0,0,0
4/16/2019 6:30,93.7,17.1,0,0,0
4/16/2019 6:45,91.5,17.7,0,0,0
4/16/2019 7:00,86.5,18.3,0,0,0
4/16/2019 7:15,85.2,18.5,0,0,0
4/16/2019 7:30,83.3,18.9,0,0,0
4/16/2019 7:45,79.9,19.7,0,0,0
4/16/2019 8:00,75.6,20.5,0,0,0
4/16/2019 8:15,71.6,21.6,0,0,0
4/16/2019 8:30,68.3,22.2,0,0,0
4/16/2019 8:45,64.9,22.7,0,0,0
4/16/2019 9:00,63.4,23.1,0,0,0
4/16/2019 9:15,61.7,23.7,0,0,0
4/16/2019 9:30,58.6,24.1,0,0,0
4/16/2019 9:45,57.5,24.1,0,0,0
4/16/2019 10:00,56.3,24.6,0,0,0
4/16/2019 10:15,53.7,24.9,0,0,0
4/16/2019 10:30,53.1,26,0,0,0
4/16/2019 10:45,49.1,26.6,0,0,0
4/16/2019 11:00,48.3,26.3,0,0,0
4/16/2019 11:15,49.8,25.9,0,0,0
4/16/2019 11:30,48.2,26.3,0,0,0
4/16/2019 11:45,48.1,26.6,0,0,0
4/16/2019 12:00,46.6,27,0,0,0
4/16/2019 12:15,45.5,27.3,0,0,0
4/16/2019 12:30,43.7,27.6,0,0,0
4/16/2019 12:45,45.3,27.1,0,0,0
4/16/2019 13:00,47.4,26.3,0,0,0
4/16/2019 13:15,48.7,26.2,0,0,0
4/16/2019 13:30,48.2,26.8,0,0,0
4/16/2019 13:45,44.3,27.9,0,0,0
4/16/2019 14:00,42.8,28.5,0,0,0
4/16/2019 14:15,44.4,27.4,0,0,0
4/16/2019 14:30,42.4,28.4,0,0,0
4/16/2019 14:45,37.2,29.4,0,0,0
4/16/2019 15:00,40.6,28.3,0,0,0
4/16/2019 15:15,40.7,28.3,0,0,0
4/16/2019 15:30,39.5,28.5,0,0,0
4/16/2019 15:45,39,29,0,0,0
4/16/2019 16:00,41.1,28.6,0,0,0
4/16/2019 16:15,41.4,28.1,0,0,0
4/16/2019 16:30,43.9,27.8,0,0,0
4/16/2019 16:45,43.4,27.9,0,0,0
4/16/2019 17:00,42.2,28,0,0,0
4/16/2019 17:15,42.2,28,0,0,0
4/16/2019 17:30,43.6,27.4,0,0,0
4/16/2019 17:45,49.7,25.4,0,0,0
4/16/2019 18:00,50.7,25.2,0,0,0
4/16/2019 18:15,51.9,25,0,0,0
4/16/2019 18:30,52.3,24.2,0,0,0
4/16/2019 18:45,54.2,23.6,0,0,0
4/16/2019 19:00,54.6,23.3,0,0,0
4/16/2019 19:15,53.2,23.3,0,0,0
4/16/2019 19:30,52.2,23.4,0,0,0
4/16/2019 19:45,53.3,23,0,0,0
4/16/2019 20:00,53.9,22.8,0,0,0
4/16/2019 20:15,54.8,22.6,0,0,0
4/16/2019 20:30,54.4,22.6,0,0,0
4/16/2019 20:45,54.8,22.5,0,0,0
4/16/2019 21:00,56.7,22.2,0,0,0
4/16/2019 21:15,57.4,22.2,0,0,0
4/16/2019 21:30,60.4,21.8,0,0,0
4/16/2019 21:45,62.5,21.6,0,0,0
4/16/2019 22:00,63,21.6,0,0,0
4/16/2019 22:15,65.3,21.3,0,0,0
4/16/2019 22:30,66.8,21,0,0,0
4/16/2019 22:45,67.2,21,0,0,0
4/16/2019 23:00,69.6,20.8,0,0,0
4/16/2019 23:15,70.4,20.5,0,0,0
4/16/2019 23:30,70,20.4,0,0,0
4/16/2019 23:45,71.1,20.2,0,0,0
4/17/2019 0:00,70.5,20.4,0,0,0
4/17/2019 0:15,71,20.7,0,0,0
4/17/2019 0:30,72.5,20.6,0,0,0
4/17/2019 0:45,73.3,20.6,0,0,0
4/17/2019 1:00,73.4,20.5,0,0,0
4/17/2019 1:15,69.8,20.3,0,0,0
4/17/2019 1:30,65.7,20,0,0,0
4/17/2019 1:45,66.4,19.9,0,0,0
4/17/2019 2:00,66,20,0,0,0
4/17/2019 2:15,66.4,20.2,0,0,0
4/17/2019 2:30,63.9,20.5,0,0,0
4/17/2019 2:45,62.3,20.5,0,0,0
4/17/2019 3:00,59.9,20.4,0,0,0
4/17/2019 3:15,58.8,20.3,0,0,0
4/17/2019 3:30,59.8,20.2,0,0,0
4/17/2019 3:45,61.9,20.3,0,0,0
4/17/2019 4:00,61.7,20.3,0,0,0
4/17/2019 4:15,61.1,20.2,0,0,0
4/17/2019 4:30,62.4,20.3,0,0,0
4/17/2019 4:45,63.5,20.4,0,0,0
4/17/2019 5:00,64.3,20.3,0,0,0
4/17/2019 5:15,67.2,20.2,0,0,0
4/17/2019 5:30,70,20,0,0,0
4/17/2019 5:45,71.5,19.9,0,0,0
4/17/2019 6:00,71.6,19.8,0,0,0
4/17/2019 6:15,70.9,19.9,0,0,0
4/17/2019 6:30,70.5,19.9,0,0,0
4/17/2019 6:45,70.6,19.9,0,0,0
4/17/2019 7:00,69.5,20.3,0,0,0
4/17/2019 7:15,65.9,21.4,0,0,0
4/17/2019 7:30,63.2,22.1,0,0,0
4/17/2019 7:45,62.4,22.4,0,0,0
4/17/2019 8:00,62.9,22.2,0,0,0
4/17/2019 8:15,61.4,22.7,0,0,0
4/17/2019 8:30,60.3,23,0,0,0
4/17/2019 8:45,58.6,23.5,0,0,0
4/17/2019 9:00,57.3,24.1,0,0,0
4/17/2019 9:15,55.5,24.3,0,0,0
4/17/2019 9:30,52.5,24.9,0,0,0
4/17/2019 9:45,50.4,25.5,0,0,0
4/17/2019 10:00,49.8,25.7,0,0,0
4/17/2019 10:15,49.5,25.9,0,0,0
4/17/2019 10:30,49.5,26.3,0,0,0
4/17/2019 10:45,47.3,26.6,0,0,0
4/17/2019 11:00,45.5,26.8,0,0,0
4/17/2019 11:15,41.7,27.3,0,0,0
4/17/2019 11:30,39.7,27.6,0,0,0
4/17/2019 11:45,39,28,0,0,0
4/17/2019 12:00,38.3,28.5,0,0,0
4/17/2019 12:15,38,28.5,0,0,0
4/17/2019 12:30,37,28.8,0,0,0
4/17/2019 12:45,35.8,29.3,0,0,0
4/17/2019 13:00,33.5,29.7,0,0,0
4/17/2019 13:15,32.4,30.1,0,0,0
4/17/2019 13:30,30.5,30.5,0,0,0
4/17/2019 13:45,29.2,30.6,0,0,0
4/17/2019 14:00,28.1,30.6,0,0,0
4/17/2019 14:15,27.6,30.9,0,0,0
4/17/2019 14:30,27.1,31.2,0,0,0
4/17/2019 14:45,27.2,31.2,0,0,0
4/17/2019 15:00,28.4,31,0,0,0
4/17/2019 15:15,27.9,31,0,0,0
4/17/2019 15:30,27.6,31.1,0,0,0
4/17/2019 15:45,25.5,31.1,0,0,0
4/17/2019 16:00,26.3,30.7,0,0,0
4/17/2019 16:15,25.6,30.7,0,0,0
4/17/2019 16:30,26.1,30.6,0,0,0
4/17/2019 16:45,26.3,30.4,0,0,0
4/17/2019 17:00,27.3,30,0,0,0
4/17/2019 17:15,28.1,29.9,0,0,0
4/17/2019 17:30,29.4,29.4,0,0,0
4/17/2019 17:45,30.2,29.1,0,0,0
4/17/2019 18:00,30.5,28.7,0,0,0
4/17/2019 18:15,31.7,28.4,0,0,0
4/17/2019 18:30,31.7,28.1,0,0,0
4/17/2019 18:45,33,27.8,0,0,0
4/17/2019 19:00,34.2,27.6,0,0,0
4/17/2019 19:15,35.2,27.4,0,0,0
4/17/2019 19:30,35.9,27.2,0,0,0
4/17/2019 19:45,36.7,27,0,0,0
4/17/2019 20:00,37.9,26.6,0,0,0
4/17/2019 20:15,38.8,26.2,0,0,0
4/17/2019 20:30,39.9,25.9,0,0,0
4/17/2019 20:45,41.5,25.3,0,0,0
4/17/2019 21:00,42.8,24.9,0,0,0
4/17/2019 21:15,46.1,23.9,0,0,0
4/17/2019 21:30,47.6,23.4,0,0,0
4/17/2019 21:45,49,23,0,0,0
4/17/2019 22:00,50.8,22.5,0,0,0
4/17/2019 22:15,53.4,21.9,0,0,0
4/17/2019 22:30,56.9,21.1,0,0,0
4/17/2019 22:45,60,20.8,0,0,0
4/17/2019 23:00,58.9,21.3,0,0,0
4/17/2019 23:15,56.4,22,0,0,0
4/17/2019 23:30,55.6,22.2,0,0,0
4/17/2019 23:45,56.7,21.9,0,0,0
4/18/2019 0:00,58.6,21.6,0,0,0
4/18/2019 0:15,57.4,22.1,0,0,0
4/18/2019 0:30,56.3,22.9,0,0,0
4/18/2019 0:45,57.3,23,0,0,0
4/18/2019 1:00,58.2,22.9,0,0,0
4/18/2019 1:15,73.3,21.3,1.6,0.002849639,0.201583432
4/18/2019 1:30,80.5,20.2,0,0,0
4/18/2019 1:45,83.6,20.1,0,0,0
4/18/2019 2:00,85.8,19.8,0,0,0
4/18/2019 2:15,88.6,19.2,0,0,0
4/18/2019 2:30,90.2,19,0,0,0
4/18/2019 2:45,90.6,18.7,0,0,0
4/18/2019 3:00,90.1,18.3,0,0,0
4/18/2019 3:15,89.3,18.2,0,0,0
4/18/2019 3:30,88.2,18.3,0,0,0
4/18/2019 3:45,85.8,18.7,0,0,0
4/18/2019 4:00,85.5,18.8,0,0,0
4/18/2019 4:15,86.1,18.8,0.8,0.001025465,0.072541429
4/18/2019 4:30,81.7,19.3,0,0,0
4/18/2019 4:45,74.3,20.1,0,0,0
4/18/2019 5:00,72.6,20.3,0,0,0
4/18/2019 5:15,76.8,19.8,0,0,0
4/18/2019 5:30,77.3,19.7,0,0,0
4/18/2019 5:45,74,20.2,0,0,0
4/18/2019 6:00,72.3,20.4,0,0,0
4/18/2019 6:15,71.5,20.6,0,0,0
4/18/2019 6:30,72.1,20.5,0,0,0
4/18/2019 6:45,72.3,20.5,0,0,0
4/18/2019 7:00,72.4,20.6,0,0,0
4/18/2019 7:15,72.1,20.7,0,0,0
4/18/2019 7:30,70.3,21.1,0,0,0
4/18/2019 7:45,69.1,21.5,0,0,0
4/18/2019 8:00,67.1,22,0,0,0
4/18/2019 8:15,64.4,22.8,0,0,0
4/18/2019 8:30,63.5,23.3,0,0,0
4/18/2019 8:45,62.9,23.8,0,0,0
4/18/2019 9:00,61.4,24,0,0,0
4/18/2019 9:15,60.2,24.3,0,0,0
4/18/2019 9:30,58.4,24.9,0,0,0
4/18/2019 9:45,55.9,25.7,0,0,0
4/18/2019 10:00,53.9,26.2,0,0,0
4/18/2019 10:15,51.5,26.5,0,0,0
4/18/2019 10:30,48.7,27,0,0,0
4/18/2019 10:45,46.1,27.4,0,0,0
4/18/2019 11:00,45.2,27.9,0,0,0
4/18/2019 11:15,42.7,28.2,0,0,0
4/18/2019 11:30,42.4,28.8,0,0,0
4/18/2019 11:45,40.8,29.1,0,0,0
4/18/2019 12:00,40.6,29,0,0,0
4/18/2019 12:15,39.5,29.6,0,0,0
4/18/2019 12:30,37.5,29.9,0,0,0
4/18/2019 12:45,36.4,29.9,0,0,0
4/18/2019 13:00,37.3,29.7,0,0,0
4/18/2019 13:15,35.4,29.5,0,0,0
4/18/2019 13:30,30.8,30.9,0,0,0
4/18/2019 13:45,30.2,31.2,0,0,0
4/18/2019 14:00,30.7,31.1,0,0,0
4/18/2019 14:15,31.8,30.5,0,0,0
4/18/2019 14:30,30.5,31,0,0,0
4/18/2019 14:45,29.4,31.4,0,0,0
4/18/2019 15:00,29.3,31.5,0,0,0
4/18/2019 15:15,28.7,31.2,0,0,0
4/18/2019 15:30,29.8,30.6,0,0,0
4/18/2019 15:45,31.1,30.5,0,0,0
4/18/2019 16:00,32.4,30.4,0,0,0
4/18/2019 16:15,33.1,30.5,0,0,0
4/18/2019 16:30,32,30.6,0,0,0
4/18/2019 16:45,32.1,30.5,0,0,0
4/18/2019 17:00,33.6,30,0,0,0
4/18/2019 17:15,35.5,29.5,0,0,0
4/18/2019 17:30,34.5,29.4,0,0,0
4/18/2019 17:45,34.1,29.2,0,0,0
4/18/2019 18:00,34,28.5,0,0,0
4/18/2019 18:15,35,28.1,0,0,0
4/18/2019 18:30,36.5,27.6,0,0,0
4/18/2019 18:45,37,27.3,0,0,0
4/18/2019 19:00,39,26.9,0,0,0
4/18/2019 19:15,40.2,26.6,0,0,0
4/18/2019 19:30,41.1,26.4,0,0,0
4/18/2019 19:45,42.2,26.1,0,0,0
4/18/2019 20:00,42.7,25.9,0,0,0
4/18/2019 20:15,43.8,26,0,0,0
4/18/2019 20:30,45.1,25.9,0,0,0
4/18/2019 20:45,46.9,25.5,0,0,0
4/18/2019 21:00,47.3,25.2,0,0,0
4/18/2019 21:15,45.5,25.1,0,0,0
4/18/2019 21:30,46.6,24.9,0,0,0
4/18/2019 21:45,49.7,24.5,0,0,0
4/18/2019 22:00,50.7,24.2,0,0,0
4/18/2019 22:15,52.4,23.5,0,0,0
4/18/2019 22:30,54.4,23,0,0,0
4/18/2019 22:45,53.6,23.2,0,0,0
4/18/2019 23:00,55.2,22.8,0,0,0
4/18/2019 23:15,57.3,22.4,0,0,0
4/18/2019 23:30,56.5,23,0,0,0
4/18/2019 23:45,54.7,23.6,0,0,0
4/19/2019 0:00,55.6,23.5,0,0,0
4/19/2019 0:15,58.2,22.8,0,0,0
4/19/2019 0:30,60.9,22.1,0,0,0
4/19/2019 0:45,62.6,21.3,0,0,0
4/19/2019 1:00,66.1,20.7,0,0,0
4/19/2019 1:15,67.4,20.6,0,0,0
4/19/2019 1:30,67.9,20.6,0,0,0
4/19/2019 1:45,66.5,20.5,0,0,0
4/19/2019 2:00,66.9,20.3,0,0,0
4/19/2019 2:15,74.3,19.5,0,0,0
4/19/2019 2:30,77,19.2,0,0,0
4/19/2019 2:45,74.8,19.6,0,0,0
4/19/2019 3:00,74.8,19.8,0,0,0
4/19/2019 3:15,78.1,19.4,0,0,0
4/19/2019 3:30,80.9,18.9,0,0,0
4/19/2019 3:45,83,18.8,0,0,0
4/19/2019 4:00,83.7,18.7,0,0,0
4/19/2019 4:15,84.3,18.6,0,0,0
4/19/2019 4:30,84.8,18.6,0,0,0
4/19/2019 4:45,84.7,18.5,0,0,0
4/19/2019 5:00,85.3,18.3,0,0,0
4/19/2019 5:15,85.2,18.4,0,0,0
4/19/2019 5:30,85.7,18.3,0,0,0
4/19/2019 5:45,87,18,0,0,0
4/19/2019 6:00,88.3,17.9,0,0,0
4/19/2019 6:15,86.6,18.1,0,0,0
4/19/2019 6:30,85.6,18.3,0,0,0
4/19/2019 6:45,83.4,18.5,0,0,0
4/19/2019 7:00,79.2,18.8,0,0,0
4/19/2019 7:15,82.6,18.7,0,0,0
4/19/2019 7:30,83,18.6,0,0,0
4/19/2019 7:45,81.6,18.9,0,0,0
4/19/2019 8:00,81.2,19.4,0,0,0
4/19/2019 8:15,79.9,19.8,0,0,0
4/19/2019 8:30,79.2,20.1,0,0,0
4/19/2019 8:45,74,21,0,0,0
4/19/2019 9:00,70.1,21.6,0,0,0
4/19/2019 9:15,67.1,22,0,0,0
4/19/2019 9:30,64.8,22.6,0,0,0
4/19/2019 9:45,62.1,23,0,0,0
4/19/2019 10:00,58.7,23.5,0,0,0
4/19/2019 10:15,55.9,24.3,0,0,0
4/19/2019 10:30,52.7,25.1,0,0,0
4/19/2019 10:45,51.6,25.3,0,0,0
4/19/2019 11:00,48.6,25.8,0,0,0
4/19/2019 11:15,45.9,26.2,0,0,0
4/19/2019 11:30,45.6,26.6,0,0,0
4/19/2019 11:45,43.8,27.2,0,0,0
4/19/2019 12:00,40.8,27.6,0,0,0
4/19/2019 12:15,39.4,28.1,0,0,0
4/19/2019 12:30,38.8,28.3,0,0,0
4/19/2019 12:45,38.3,28.6,0,0,0
4/19/2019 13:00,38.2,28.9,0,0,0
4/19/2019 13:15,38.1,29.1,0,0,0
4/19/2019 13:30,40.6,28.8,0,0,0
4/19/2019 13:45,40.7,29,0,0,0
4/19/2019 14:00,40.8,28.7,0,0,0
4/19/2019 14:15,39.9,29.2,0,0,0
4/19/2019 14:30,39.6,29.3,0,0,0
4/19/2019 14:45,38.9,29.4,0,0,0
4/19/2019 15:00,39.4,29.3,0,0,0
4/19/2019 15:15,39.9,29.1,0,0,0
4/19/2019 15:30,38.8,29.4,0,0,0
4/19/2019 15:45,38.3,29.3,0,0,0
4/19/2019 16:00,38.1,29.3,0,0,0
4/19/2019 16:15,38.5,29.3,0,0,0
4/19/2019 16:30,37.5,29.5,0,0,0
4/19/2019 16:45,38.6,29.3,0,0,0
4/19/2019 17:00,40,28.9,0,0,0
4/19/2019 17:15,40.5,28.5,0,0,0
4/19/2019 17:30,40.5,28.3,0,0,0
4/19/2019 17:45,41.1,27.8,0,0,0
4/19/2019 18:00,42,27.4,0,0,0
4/19/2019 18:15,42.1,27.1,0,0,0
4/19/2019 18:30,42.2,26.8,0,0,0
4/19/2019 18:45,42.3,26.5,0,0,0
4/19/2019 19:00,42.7,26.2,0,0,0
4/19/2019 19:15,43.8,26,0,0,0
4/19/2019 19:30,45.4,25.8,0,0,0
4/19/2019 19:45,47.8,25.5,0,0,0
4/19/2019 20:00,51.6,25,0,0,0
4/19/2019 20:15,53.4,24.7,0,0,0
4/19/2019 20:30,53.8,24.5,0,0,0
4/19/2019 20:45,54.4,24.3,0,0,0
4/19/2019 21:00,54.7,24.2,0,0,0
4/19/2019 21:15,55,24.1,0,0,0
4/19/2019 21:30,55.6,23.6,0,0,0
4/19/2019 21:45,55.5,23.4,0,0,0
4/19/2019 22:00,55.8,23.4,0,0,0
4/19/2019 22:15,56.4,23.2,0,0,0
4/19/2019 22:30,56.8,23.1,0,0,0
4/19/2019 22:45,56.8,23.1,0,0,0
4/19/2019 23:00,57,22.9,0,0,0
4/19/2019 23:15,56.8,22.9,0,0,0
4/19/2019 23:30,57.5,22.7,0,0,0
4/19/2019 23:45,58.4,22.5,0,0,0
4/20/2019 0:00,60,22,0,0,0
4/20/2019 0:15,63.6,21.3,0,0,0
4/20/2019 0:30,65.1,20.9,0,0,0
4/20/2019 0:45,65.3,20.7,0,0,0
4/20/2019 1:00,65.5,20.6,0,0,0
4/20/2019 1:15,65.7,20.6,0,0,0
4/20/2019 1:30,66.1,20.6,0,0,0
4/20/2019 1:45,67,20.6,0,0,0
4/20/2019 2:00,68.4,20.6,0,0,0
4/20/2019 2:15,69,20.6,0,0,0
4/20/2019 2:30,70.5,20.2,0,0,0
4/20/2019 2:45,71.5,20.1,0,0,0
4/20/2019 3:00,73.1,19.8,0,0,0
4/20/2019 3:15,74.5,19.6,0,0,0
4/20/2019 3:30,73.8,19.9,0,0,0
4/20/2019 3:45,73.1,20.1,0,0,0
4/20/2019 4:00,73.2,20.2,0,0,0
4/20/2019 4:15,74.2,19.9,0,0,0
4/20/2019 4:30,72.6,20.1,0,0,0
4/20/2019 4:45,74.8,19.6,0,0,0
4/20/2019 5:00,76.5,19.3,0,0,0
4/20/2019 5:15,76.4,19.5,0,0,0
4/20/2019 5:30,75.2,19.6,0,0,0
4/20/2019 5:45,76,19.3,0,0,0
4/20/2019 6:00,79.5,18.6,0,0,0
4/20/2019 6:15,81.8,18.2,0,0,0
4/20/2019 6:30,80.2,19,0,0,0
4/20/2019 6:45,79.1,19.4,0,0,0
4/20/2019 7:00,76.9,20,0,0,0
4/20/2019 7:15,73.9,20.6,0,0,0
4/20/2019 7:30,72,21.1,0,0,0
4/20/2019 7:45,66.5,22,0,0,0
4/20/2019 8:00,63.7,22.6,0,0,0
4/20/2019 8:15,61.7,23.1,0,0,0
4/20/2019 8:30,61.3,23.3,0,0,0
4/20/2019 8:45,60.6,23.6,0,0,0
4/20/2019 9:00,60,23.8,0,0,0
4/20/2019 9:15,58.8,24.3,0,0,0
4/20/2019 9:30,58,24.6,0,0,0
4/20/2019 9:45,55.4,25.2,0,0,0
4/20/2019 10:00,54.1,25.4,0,0,0
4/20/2019 10:15,53.4,25.7,0,0,0
4/20/2019 10:30,53.3,25.9,0,0,0
4/20/2019 10:45,53.4,25.9,0,0,0
4/20/2019 11:00,52.5,26.3,0,0,0
4/20/2019 11:15,50.7,26.7,0,0,0
4/20/2019 11:30,49.9,27.1,0,0,0
4/20/2019 11:45,49.3,27.1,0,0,0
4/20/2019 12:00,47.3,27.8,0,0,0
4/20/2019 12:15,44.6,28.4,0,0,0
4/20/2019 12:30,42.5,28.7,0,0,0
4/20/2019 12:45,42.6,28.8,0,0,0
4/20/2019 13:00,41.8,28.8,0,0,0
4/20/2019 13:15,41.9,28.9,0,0,0
4/20/2019 13:30,40.6,29.5,0,0,0
4/20/2019 13:45,42.1,29.4,0,0,0
4/20/2019 14:00,40.5,29.5,0,0,0
4/20/2019 14:15,40.2,29.6,0,0,0
4/20/2019 14:30,42.9,29.1,0,0,0
4/20/2019 14:45,44.9,29.1,0,0,0
4/20/2019 15:00,44.4,29,0,0,0
4/20/2019 15:15,44.4,29.1,0,0,0
4/20/2019 15:30,45.5,28.8,0,0,0
4/20/2019 15:45,46.4,28.5,0,0,0
4/20/2019 16:00,47.3,27.9,0,0,0
4/20/2019 16:15,46.7,28,0,0,0
4/20/2019 16:30,46.1,27.7,0,0,0
4/20/2019 16:45,46.6,27.7,0,0,0
4/20/2019 17:00,49.8,27,0,0,0
4/20/2019 17:15,51.6,26.3,0,0,0
4/20/2019 17:30,49.4,26.5,0,0,0
4/20/2019 17:45,50,26.1,0,0,0
4/20/2019 18:00,50.4,25.7,0,0,0
4/20/2019 18:15,52,25.2,0,0,0
4/20/2019 18:30,55.1,24.7,0,0,0
4/20/2019 18:45,57.1,24.2,0,0,0
4/20/2019 19:00,57.2,24,0,0,0
4/20/2019 19:15,57.4,23.8,0,0,0
4/20/2019 19:30,59.5,23.5,0,0,0
4/20/2019 19:45,62.4,23.2,0,0,0
4/20/2019 20:00,66.9,22.6,0,0,0
4/20/2019 20:15,66.7,22.4,0,0,0
4/20/2019 20:30,67.2,22.2,0,0,0
4/20/2019 20:45,72.2,22.1,0,0,0
4/20/2019 21:00,75.4,21.9,0,0,0
4/20/2019 21:15,77,21.6,0,0,0
4/20/2019 21:30,78.3,21.5,0,0,0
4/20/2019 21:45,79,21.4,0,0,0
4/20/2019 22:00,79.6,21.3,0,0,0
4/20/2019 22:15,78.8,21.3,0,0,0
4/20/2019 22:30,79,21.1,0,0,0
4/20/2019 22:45,78.5,21,0,0,0
4/20/2019 23:00,77.1,21,0,0,0
4/20/2019 23:15,74.5,21,0,0,0
4/20/2019 23:30,74.9,20.6,0,0,0
4/20/2019 23:45,76.4,20.2,0,0,0
4/21/2019 0:00,78.1,19.8,0,0,0
4/21/2019 0:15,77.3,19.8,0,0,0
4/21/2019 0:30,79.2,19.4,0,0,0
4/21/2019 0:45,79.9,19.3,0,0,0
4/21/2019 1:00,81.8,19.2,0,0,0
4/21/2019 1:15,82.5,19.2,0,0,0
4/21/2019 1:30,78.7,19.3,0,0,0
4/21/2019 1:45,79.9,19.1,0,0,0
4/21/2019 2:00,81.4,19.1,0,0,0
4/21/2019 2:15,79.8,19.2,0,0,0
4/21/2019 2:30,80.1,18.9,0,0,0
4/21/2019 2:45,80.2,18.7,0,0,0
4/21/2019 3:00,81.6,18.6,0,0,0
4/21/2019 3:15,81.4,19.1,0,0,0
4/21/2019 3:30,81,19.2,0,0,0
4/21/2019 3:45,82.9,18.8,0,0,0
4/21/2019 4:00,82,18.9,0,0,0
4/21/2019 4:15,81.3,18.7,0,0,0
4/21/2019 4:30,80.6,18.5,0,0,0
4/21/2019 4:45,80.3,18.5,0,0,0
4/21/2019 5:00,78.2,18.9,0,0,0
4/21/2019 5:15,76.9,18.8,0,0,0
4/21/2019 5:30,75.7,19,0,0,0
4/21/2019 5:45,76,18.9,0,0,0
4/21/2019 6:00,78.1,18.5,0,0,0
4/21/2019 6:15,78.5,18.3,0,0,0
4/21/2019 6:30,76.8,18.4,0,0,0
4/21/2019 6:45,77.8,18.3,0,0,0
4/21/2019 7:00,73.2,19.6,0,0,0
4/21/2019 7:15,66,21.4,0,0,0
4/21/2019 7:30,61.5,22.9,0,0,0
4/21/2019 7:45,58.7,23.6,0,0,0
4/21/2019 8:00,58.9,23.1,0,0,0
4/21/2019 8:15,57.3,23.7,0,0,0
4/21/2019 8:30,52.7,24.9,0,0,0
4/21/2019 8:45,53.5,24.7,0,0,0
4/21/2019 9:00,50.2,25.3,0,0,0
4/21/2019 9:15,49.4,25.6,0,0,0
4/21/2019 9:30,45.8,26.1,0,0,0
4/21/2019 9:45,46.4,26.1,0,0,0
4/21/2019 10:00,46.5,26.8,0,0,0
4/21/2019 10:15,45.9,27.1,0,0,0
4/21/2019 10:30,45.1,27.3,0,0,0
4/21/2019 10:45,45,27.4,0,0,0
4/21/2019 11:00,44.6,27.5,0,0,0
4/21/2019 11:15,45.6,27.1,0,0,0
4/21/2019 11:30,43.1,28.2,0,0,0
4/21/2019 11:45,43.9,27.8,0,0,0
4/21/2019 12:00,43.2,28.1,0,0,0
4/21/2019 12:15,42.1,28.8,0,0,0
4/21/2019 12:30,42.3,28.9,0,0,0
4/21/2019 12:45,42,29.2,0,0,0
4/21/2019 13:00,41.7,29.1,0,0,0
4/21/2019 13:15,41.4,29.3,0,0,0
4/21/2019 13:30,41.2,29.5,0,0,0
4/21/2019 13:45,40.4,29.6,0,0,0
4/21/2019 14:00,39.2,29.8,0,0,0
4/21/2019 14:15,38.5,30.2,0,0,0
4/21/2019 14:30,38,30.5,0,0,0
4/21/2019 14:45,39.4,29.3,0,0,0
4/21/2019 15:00,40.6,28.9,0,0,0
4/21/2019 15:15,40.9,28.8,0,0,0
4/21/2019 15:30,40.7,28.6,0,0,0
4/21/2019 15:45,39.4,28.8,0,0,0
4/21/2019 16:00,41.1,28.6,0,0,0
4/21/2019 16:15,43.5,28.1,0,0,0
4/21/2019 16:30,44,27.7,0,0,0
4/21/2019 16:45,44.4,27.4,0,0,0
4/21/2019 17:00,44,27.1,0,0,0
4/21/2019 17:15,44.1,26.9,0,0,0
4/21/2019 17:30,43.6,27,0,0,0
4/21/2019 17:45,44,27.1,0,0,0
4/21/2019 18:00,44.7,26.7,0,0,0
4/21/2019 18:15,45.3,26.6,0,0,0
4/21/2019 18:30,46.1,26.4,0,0,0
4/21/2019 18:45,46.3,26.2,0,0,0
4/21/2019 19:00,46.7,25.9,0,0,0
4/21/2019 19:15,47,25.6,0,0,0
4/21/2019 19:30,47.8,25.8,0,0,0
4/21/2019 19:45,55.2,24.8,0,0,0
4/21/2019 20:00,57.3,24,0,0,0
4/21/2019 20:15,56.3,23.9,0,0,0
4/21/2019 20:30,57.8,23.7,0,0,0
4/21/2019 20:45,60.4,23.2,0,0,0
4/21/2019 21:00,60.7,23.2,0,0,0
4/21/2019 21:15,60.4,23.2,0,0,0
4/21/2019 21:30,60.8,23,0,0,0
4/21/2019 21:45,61.5,22.8,0,0,0
4/21/2019 22:00,62.3,22.6,0,0,0
4/21/2019 22:15,63.4,22.4,0,0,0
4/21/2019 22:30,66.5,21.6,0,0,0
4/21/2019 22:45,68.7,21.2,0,0,0
4/21/2019 23:00,71.2,20.8,0,0,0
4/21/2019 23:15,72.5,20.6,0,0,0
4/21/2019 23:30,74.3,20.1,0,0,0
4/21/2019 23:45,75.6,19.9,0,0,0
4/22/2019 0:00,75.4,20.2,0,0,0
4/22/2019 0:15,75.5,20.2,0,0,0
4/22/2019 0:30,75.9,20.1,0,0,0
4/22/2019 0:45,75.3,20.3,0,0,0
4/22/2019 1:00,74.6,20.4,0,0,0
4/22/2019 1:15,74.2,20.3,0,0,0
